Centerline Latitude (Deg),Centerline Longitude (Deg),Width (km)
43.680920520982724,-101.34111034216082,0.04062061186387637
43.681323849097964,-101.34112649169246,0.04774504688914401
43.681673917950796,-101.34072824404662,0.028411768569810283
43.681977068881814,-101.3403019205895,0.02518912358153265
43.682291859984105,-101.33995073361403,0.022196884628240317
43.68264859354601,-101.33952706382559,0.021569967658356764
43.68304934040296,-101.33940743110128,0.022853953016206196
43.683195363554375,-101.33983471310951,0.021482011562736342
43.683325684746784,-101.34034134092308,0.014406286824071919
43.6834902426477,-101.34080743356529,0.014970198985741385
43.68358288942743,-101.34129776222527,0.01541311832330538
43.68362901950746,-101.34180255613039,0.018309125659931
43.683659586636765,-101.34230891268176,0.0223506230053772
43.683900699496746,-101.34269586856745,0.026151801153808434
43.68429683277514,-101.34300408445256,0.043456201030470494
43.68438076036259,-101.34349011110021,0.03288812882545501
43.68421767283031,-101.34398227890293,0.031546439283922624
43.6837842404057,-101.34420117263473,0.03323081179102561
43.68350141780791,-101.34454675346653,0.05788865771013789
43.683721189055376,-101.34490999315385,0.04238126387229519
43.684206071170365,-101.3451365655369,0.04343734226054142
43.684705079497846,-101.34525897595378,0.054848394089314134
43.68512325925814,-101.34514687001942,0.04093046546336422
43.68541158136258,-101.34473685046008,0.028270345866763358
43.68571660288264,-101.3444231695799,0.04014864799818878
43.68609567548725,-101.34474780696014,0.022306281028739328
43.686448122604006,-101.34509012434532,0.019714330630113498
43.68690931430362,-101.34532361789194,0.01709987249883155
43.687345750696096,-101.34558528002101,0.016729005618041297
43.68771602110561,-101.34590192381924,0.020814410746631422
43.68807589873094,-101.3462584891497,0.02004070973768932
43.68847745512158,-101.34662370578482,0.022352389789084975
43.68888513009823,-101.34675369627011,0.03524015087104833
43.68923803989727,-101.3464174310501,0.032333284429399
43.689650458142566,-101.34614455442573,0.024563288295324472
43.69015255646765,-101.34613650189404,0.02240256773219418
43.69068471085045,-101.34563420610472,0.03315454518517378
43.690332900774855,-101.34522075920083,0.02505598613279551
43.69026047788796,-101.34475910331581,0.032314269923457546
43.69058367497375,-101.34446956324511,0.024156795631755153
43.69103927239239,-101.34459088373937,0.02823490890130189
43.69150220901045,-101.34491521595179,0.03101133054497976
43.69179362415126,-101.34531993424692,0.02482930605799902
43.69176857956888,-101.34577732357333,0.026582490494452143
43.69166605756775,-101.34626830962249,0.022807575608886004
43.69168606040841,-101.34676972131103,0.024917912367917884
43.69176958582512,-101.34725539275279,0.021079643410584513
43.69188476352356,-101.34773495786109,0.012785918072232874
43.69201607312879,-101.34822896900718,0.01378584589756548
43.69215224286539,-101.34875047838258,0.01669348463290751
43.69233937654036,-101.34921117047375,0.03686512749483213
43.69266479347209,-101.34944991269691,0.06722334691244151
43.69318733537325,-101.34936322052525,0.057992331421345786
43.69359682336772,-101.34956779814516,0.043826436651034924
43.6937918740294,-101.35003298251587,0.045287048193378525
43.69386993614833,-101.35053849570438,0.04656366474891376
43.693778853670445,-101.35103218760642,0.045218093893979634
43.69343240040004,-101.35137795816838,0.04747443327132693
43.69295490512291,-101.35127984854867,0.04052531123547837
43.69251959434921,-101.3513441902455,0.033258778985496014
43.69236071517083,-101.35179323260874,0.030348275091461527
43.692593423589905,-101.35224806574071,0.02024819720086728
43.69305249777527,-101.3524056733842,0.030674069795774656
43.69348948310266,-101.35225834234271,0.025069427384875796
43.69396643393949,-101.3520647851751,0.038463261952181305
43.694404506139435,-101.35182683781215,0.02877449778917929
43.69478980370811,-101.35153037329579,0.030973311632245263
43.69511636986817,-101.35116048323182,0.029645008835440235
43.69540186518248,-101.35073797934334,0.02093736723742077
43.695786790474564,-101.35046957318715,0.025959437928236784
43.69632648456013,-101.3504481299644,0.028689975021686527
43.696832001027246,-101.35048596372675,0.01910789566596109
43.69712464288049,-101.35072206924906,0.03337282531106312
43.69712166957592,-101.35123777847525,0.030654360908840047
43.6969126220012,-101.35177192507399,0.042642990388721866
43.696746420531234,-101.35221841441123,0.051620366679093435
43.69692414585919,-101.3525978199846,0.03150864280838229
43.69737963716111,-101.35272903128794,0.05051012427660687
43.69790380120411,-101.35258050577299,0.06730778758115889
43.69832799795298,-101.35231461732597,0.03698021137526345
43.69876798248441,-101.35209838944785,0.02818034934941729
43.69922909110785,-101.35210422105824,0.03114691392965563
43.699559348022106,-101.35245350397423,0.02464497698091196
43.69977680862281,-101.35295038647881,0.02712787255721326
43.699912794041666,-101.35344404336749,0.03943559986196269
43.69995270043723,-101.35392964634318,0.038921250434628824
43.699880345724345,-101.35440764973161,0.033422792123853004
43.69969833820443,-101.35488763472593,0.029524145847157623
43.699464547424114,-101.35539318425272,0.026942374578392162
43.69949597403592,-101.35579354987776,0.04187749588440896
43.699888211137754,-101.35578143702564,0.0406902822574829
43.70009529416753,-101.355276701358,0.023600464474028134
43.70031518951208,-101.35477576330383,0.04128750461395581
43.701031078319616,-101.35501541165068,0.027521040170240207
43.701157179815304,-101.3555094817715,0.026448995238260012
43.7012712196216,-101.35606191501773,0.03259522962687438
43.70154945111329,-101.35644257234604,0.03461820579072892
43.702012437801336,-101.3564736279315,0.03144432215722274
43.70239000243611,-101.35620196580588,0.02362341250966584
43.70255664746792,-101.3557305000736,0.028684189843275743
43.70256508637209,-101.35518526426212,0.02951366752193726
43.70248986905187,-101.35468782028562,0.01935337411425768
43.70269529094907,-101.35427251081677,0.026117346073748025
43.70307271570359,-101.35439356969175,0.027559137504032445
43.70331794236366,-101.35487164583735,0.03918495810391244
43.70340922423901,-101.35535725454365,0.03180635312380525
43.703371674321126,-101.35584415875465,0.03429276800920302
43.703233750490675,-101.35633991337122,0.03572789383981737
43.70305808547957,-101.35684007889168,0.023064776306240247
43.702942198021816,-101.35732797181848,0.026188946773990935
43.70298508518082,-101.35778636520543,0.02955448869753225
43.703237994429514,-101.35820246544016,0.026424472541438614
43.70362778304191,-101.35856930366282,0.025897013445904952
43.70407785852023,-101.35873072791938,0.028706203654281323
43.70454687553326,-101.35856115244492,0.02295307375557198
43.70551752450869,-101.35853862129375,0.019594839836676852
43.70591048422143,-101.35882458217303,0.02381000421141044
43.70624055656423,-101.35923623496359,0.0197165051503375
43.70658509568342,-101.35962329925323,0.023723592600767906
43.70698170161496,-101.35956926781645,0.04241040454585759
43.70711705823216,-101.35908390954405,0.028248922828651952
43.70728123049158,-101.35858784212687,0.02410099247944284
43.70735982894263,-101.35810946129158,0.021368230325987798
43.707341017430444,-101.35760146066386,0.018250021104073644
43.70748899096596,-101.35710008492052,0.03431052481751556
43.7079783352794,-101.35757262858421,0.02511354683226458
43.707917982511766,-101.35806871979206,0.023290536323622442
43.70784219846523,-101.35855224343906,0.021577267394653883
43.70775346673631,-101.3590883267907,0.024508412517954475
43.70776582012967,-101.35958992661901,0.027057217278544366
43.70799747467745,-101.35995502879443,0.035690433774151015
43.708468335893606,-101.35989852014757,0.025887988458287253
43.708858588398336,-101.3595588056489,0.020742265809613608
43.70910064660805,-101.35914923053056,0.017623527739653717
43.70937861118028,-101.35865632208306,0.029410206617355
43.71003568458808,-101.3589637703005,0.016742699822977377
43.71026886323113,-101.35942065144363,0.02158447099326629
43.71064779635744,-101.3597663943961,0.026264847264477004
43.71093684773122,-101.35962422054665,0.03718178983805518
43.7108382287406,-101.35910547723681,0.016142054561193053
43.71065516139767,-101.3586156354803,0.02200948956261735
43.71058649438115,-101.35816758398094,0.028299276520608204
43.710564114581565,-101.35760498866578,0.0298081217098893
43.710714325738024,-101.35711554401344,0.03171711464732814
43.7111419651152,-101.35697133639657,0.031410752186277875
43.711547922141406,-101.35715603065158,0.03775901795325277
43.71176130024096,-101.35757700430887,0.033322929190090826
43.71185478920943,-101.35811380190928,0.025393124918024743
43.71191445469045,-101.35864631950895,0.028137707566698228
43.71199241390954,-101.35912519411946,0.029097145365532272
43.71209842823748,-101.35958932293741,0.019462362982631654
43.71223769290378,-101.36008188742355,0.016167982124573658
43.71234301403409,-101.36059808150831,0.01647879766585411
43.712287056114846,-101.36108485547614,0.015358077977748174
43.71223445899627,-101.36160017158379,0.01975145631894307
43.71248780256189,-101.36200347979957,0.029610098922510875
43.712931527835345,-101.36186930989183,0.029825800058876955
43.713282889485036,-101.36154211688624,0.030160251318788567
43.713706828578815,-101.3611781476382,0.029198197935821665
43.71416444376824,-101.36108934291276,0.04216716505595983
43.71445176690484,-101.36139978172547,0.02961132363044692
43.7144069973035,-101.36187789181865,0.03071565850596066
43.71434373146092,-101.36243914662312,0.024716685231217436
43.71451554153976,-101.36289914634642,0.03967622556848129
43.71493139805993,-101.36293178692458,0.029511536295527656
43.71528170908288,-101.36257797225475,0.023729973069405226
43.715258782065945,-101.36207583301558,0.02761873371018874
43.71511733921865,-101.36159580008386,0.02716613084421821
43.71513812261058,-101.36107708247658,0.025397316702018023
43.71546878363451,-101.36077940056622,0.023559696814464393
43.71595821243823,-101.36072758297789,0.02434745979737339
43.716351483770225,-101.36040465816207,0.021610264323634394
43.716452071591796,-101.35992992190673,0.020259840893690692
43.716204117364285,-101.35950188480967,0.025137295983238314
43.71528998199494,-101.35949730995392,0.016818607902402503
43.7148533222201,-101.35979319237822,0.02392786753864834
43.71443188671074,-101.35968874021671,0.03897888378286336
43.714377384642574,-101.35920504247713,0.0286332564367715
43.71470456768624,-101.35881161997823,0.028286117285585877
43.71500151005656,-101.35841207673654,0.032959264575195546
43.715315929399004,-101.35805711823137,0.028320408513537166
43.715740050969565,-101.3578203035302,0.023133190159447137
43.71626600790204,-101.35769862662674,0.022421044783496408
43.71653014952014,-101.35741534797903,0.02485768596168689
43.71648950727509,-101.3568626187838,0.0210854955120487
43.71657179080973,-101.3562960636672,0.02311166373215604
43.71685531608703,-101.35611164077031,0.03715700234648419
43.717223939361546,-101.35641956080588,0.028908928655783057
43.717433005282814,-101.3568860735145,0.02778421584786983
43.7174694566429,-101.35737788486563,0.025047099342702064
43.717457506452504,-101.35789591989602,0.02377723032796698
43.717522411251764,-101.3584231976063,0.02116777306689994
43.71778445851403,-101.35874436415266,0.0248821409443533
43.71827002764809,-101.35864392741817,0.023116111105565895
43.71868722805223,-101.35831393141872,0.016888470443271547
43.71890346709841,-101.35790094910091,0.01599593768724876
43.719112566065824,-101.35739937377716,0.019944151051523175
43.71948709292694,-101.35722723073201,0.022382372126863358
43.71977981329458,-101.35760244984891,0.021534161966767097
43.71982314144266,-101.35812047568137,0.023462823710178
43.719788642469986,-101.35862103411532,0.01953747224519004
43.71959179129223,-101.35907377036483,0.020417569513998614
43.719205029049256,-101.3594021479058,0.022634011421675558
43.71880489995895,-101.3597218955398,0.02633954629212227
43.718581182729864,-101.36015520084659,0.01827340793448168
43.71856278480459,-101.36065741641812,0.015706099355588147
43.71873112101406,-101.36114771309838,0.022063081129706393
43.71905284039331,-101.36151270236807,0.025245501496593877
43.71951726783601,-101.36157246020157,0.0409894956797132
43.719996104811166,-101.36131097650863,0.019222723080083153
43.72027379219416,-101.36093105073294,0.02058861339757056
43.72049645025509,-101.36046534919886,0.018190039432866185
43.72080144055638,-101.36007480418537,0.030216202971082518
43.72116335139618,-101.36014747426633,0.023371489230354297
43.72145783326224,-101.36061347099002,0.0223460005355368
43.72153143121959,-101.36114329109999,0.021777251299480126
43.7213369378275,-101.36158143355712,0.021613471454520042
43.7209695991788,-101.3619374135252,0.01891760973089216
43.72060026057335,-101.36229972372094,0.020835062273785232
43.72040025621748,-101.36275498984357,0.02295739125221351
43.72049419581355,-101.36318631549949,0.035514156687351986
43.72090258676307,-101.36319260026951,0.02319266270408481
43.72129817916576,-101.36282000668731,0.0203099820186978
43.721444656617436,-101.3623352387732,0.021752471860690105
43.7215809675973,-101.36185987714418,0.017568802467026873
43.72182320393472,-101.36138489010882,0.016413989481763872
43.72213469128517,-101.36104472517798,0.024707730732349168
43.7224136409562,-101.36126458801954,0.022275075654391026
43.72262709581998,-101.36180285214452,0.021523010259623068
43.7228404595198,-101.36224828654773,0.02085087471616035
43.72317254912538,-101.36259161213407,0.02113651438866678
43.723471967242055,-101.36297463833452,0.028747475838312494
43.72356727295801,-101.36348891740835,0.03202445441570308
43.7238397155068,-101.36377025423192,0.029694564713075217
43.7243090722489,-101.36356294116246,0.022222758254162485
43.7245756436227,-101.36310634654477,0.019684475130159498
43.72496787860172,-101.36313528495474,0.02830204904603963
43.725148385361564,-101.363616075188,0.02417358773971725
43.725018282813686,-101.36412056818384,0.022101234631546222
43.724711076786384,-101.36453634952225,0.02108835245295874
43.724473116987525,-101.36494849728953,0.022431955308786552
43.724531134669725,-101.36542134235889,0.02753476147323073
43.724883725118154,-101.36576705589606,0.032960863224419025
43.72537754199736,-101.36573951107529,0.02930692950237323
43.725813197766946,-101.36545600952685,0.02527895090632233
43.726153294045744,-101.36510210160833,0.024260315821648316
43.726590842078785,-101.36484885537126,0.02135238286280603
43.72700229396621,-101.36501766733454,0.02539334425313507
43.72727319228838,-101.36552356453477,0.02331715495663814
43.72782752601867,-101.36517128814359,0.027658169396934478
43.727766629667926,-101.36464215118279,0.02168933221607808
43.727470229547876,-101.36422929904032,0.017112656118210837
43.72719827914077,-101.36382424383217,0.021550571160488773
43.72717909198555,-101.36332726146519,0.02361226854819806
43.72741839894591,-101.36291843321877,0.02497336010097624
43.72777804746166,-101.36254321435042,0.027210904774463564
43.728108307014,-101.36210910821835,0.042146554202035
43.7285061293623,-101.36197476125282,0.03884985793605795
43.72889085451863,-101.36229026075664,0.04217540550618336
43.72895641071613,-101.36277468072443,0.037106342436794726
43.72887620690177,-101.3632943704749,0.05587365521990303
43.728795995036435,-101.36379293807644,0.05928402474498825
43.72864003049658,-101.36426545083219,0.043367420570713126
43.72845518043597,-101.36472733332835,0.02541925073433449
43.72838205774107,-101.36520456152674,0.020064191558880676
43.728549591517115,-101.36570775050636,0.023363348095274624
43.72892032645021,-101.36605340289279,0.024690228399707498
43.729332436675286,-101.36599678187976,0.022346565507476334
43.72957579614732,-101.36559820655476,0.01733797134322052
43.72964799943167,-101.36504791472886,0.020242809962530996
43.73034782863626,-101.36488880823424,0.015495982330049443
43.73054100230906,-101.3652960271011,0.01604598091153901
43.73055188537642,-101.36578686972832,0.012395936080600356
43.73051917086699,-101.36634419552787,0.011911750881173775
43.730605834349916,-101.36682071962191,0.0187102689193073
43.73096834830693,-101.36688856384369,0.07065229318535803
43.73124889236062,-101.36650434261449,0.019663771690501243
43.73124866232112,-101.36592232136356,0.013581217637562369
43.73145697288998,-101.3655357705367,0.021905002585311147
43.731849760569744,-101.36556363301088,0.02514574380170551
43.732089676894965,-101.36601539289907,0.024548805781868424
43.73201474350545,-101.36654253827284,0.02746038994469995
43.73170118299123,-101.36695071417412,0.034976408133525025
43.73145068232797,-101.36737784098058,0.03683090961352471
43.73129951498091,-101.36784629226455,0.02415142175916135
43.73121071051044,-101.36834148305554,0.020523323956893935
43.73114729847519,-101.36884882838223,0.023004831838155722
43.73107230843374,-101.36935374327318,0.02044110724780445
43.73094876994473,-101.36984164275708,0.025020785589537964
43.7307559458652,-101.37030339669612,0.019553034625430493
43.73066408066484,-101.37079405001282,0.022954943472083916
43.73090250351384,-101.3712334416617,0.03941258562780795
43.73135201859348,-101.37113489807524,0.03152573940459442
43.731720426169275,-101.37080293028652,0.02965826710676536
43.73200256277855,-101.37036526032506,0.030704294497368764
43.73222391609866,-101.36990656380779,0.03623256134689906
43.73238703437318,-101.36944483840918,0.04227230199167129
43.7325042853449,-101.36894558614983,0.05013175795431881
43.73292931836425,-101.36881789281772,0.029113401930827985
43.733428630773375,-101.36875795851596,0.04990528760881187
43.73381963186809,-101.36843830563265,0.04759027088563558
43.73430210970375,-101.36841156879794,0.035004818254276884
43.734692672906505,-101.3682139360834,0.028020345284075373
43.73473371779526,-101.36770787909798,0.02190219851070922
43.73453543428635,-101.36723460152601,0.020545301314618045
43.73434344518016,-101.36677732896628,0.022491897312733287
43.73441250537809,-101.3663050347092,0.024475778326097798
43.734800242643416,-101.36592590786775,0.022764293629949226
43.7352510253494,-101.36590020907256,0.03261923489083396
43.735452348725225,-101.36625063609507,0.024550436327089774
43.73540416083736,-101.3668106956699,0.02402385146998182
43.735481460893425,-101.36730278485264,0.02093144245838253
43.73566660191199,-101.36774338003079,0.02188759451934597
43.735835060400696,-101.36822546261482,0.021834776207867487
43.73592853173718,-101.36877188871314,0.025799293815027366
43.7361548118703,-101.36912230046512,0.02877811291809464
43.73657322026262,-101.36909090350198,0.02478083561484626
43.73708480853673,-101.36912471391628,0.02169763989454267
43.73749806793117,-101.36921772399215,0.03257250597161381
43.73750633043807,-101.36881685692248,0.023970675251685728
43.73734084009455,-101.36825551339417,0.01709796611040198
43.73734910372688,-101.36779077762759,0.021246004224286925
43.73771456625903,-101.36754165279059,0.07900029804832596
43.73805604329111,-101.36781176842264,0.03188739225523229
43.7382443387676,-101.36835852087472,0.038037704224352105
43.738493354747646,-101.3686962658793,0.03283943668479135
