lat,lon
43.668434411003446,-101.33248551762519
43.668479406168,-101.33248442432152
43.66852440295508,-101.33248346612147
43.66856937186859,-101.3324858487942
43.66861432475475,-101.3324887491743
43.668659268105486,-101.33249191760476
43.66870421007012,-101.33249512312433
43.66874878290891,-101.33250366614223
43.66879210088217,-101.33252046778131
43.668834775272565,-101.3325401483959
43.66887614408986,-101.33256455258102
43.66891347579859,-101.33259917259288
43.6689507917879,-101.33263382477337
43.66898740178206,-101.33266987786133
43.669007207450335,-101.33272554668069
43.66902225585677,-101.33278397354059
43.669036929400704,-101.33284258108762
43.66904365856666,-101.33290387983153
43.66903277446343,-101.33296403503714
43.66900305995481,-101.33301059445213
43.6689705745287,-101.33305349765641
43.66893660419082,-101.33309415972586
43.66890110818861,-101.33313226834024
43.66886126064194,-101.33316107882804
43.66881917189609,-101.33318302276894
43.66877631140069,-101.33320192028506
43.66873319728066,-101.33321968917244
43.66869271500761,-101.33324676822943
43.668652009362845,-101.3332732041428
43.66861468368624,-101.3333078363492
43.668582542112425,-101.33335122799232
43.668550499145006,-101.33339475779692
43.668523232494685,-101.33344407770117
43.66850901969734,-101.33350289984314
43.66851273755905,-101.33356468311804
43.66852772848003,-101.33362313753739
43.66855888382954,-101.33366787344264
43.668590357292516,-101.33371218476499
43.66862988972955,-101.33374180751801
43.668674052171234,-101.33375372787255
43.668718253755074,-101.33376536964853
43.668762622373585,-101.33377573566632
43.66880696905875,-101.33376519302745
43.66884907358661,-101.33374330662396
43.66888847104952,-101.33371334442843
43.668926389650714,-101.33367995684603
43.66896371260764,-101.33364531890238
43.669000858748475,-101.33361032207546
43.66903304933566,-101.33356699914333
43.669066485381975,-101.33352550506184
43.66909916000948,-101.33348287533562
43.669130925790434,-101.33343896127332
43.66916245132937,-101.33339471984574
43.66919391492773,-101.33335039479063
43.669225362191234,-101.33330604771811
43.66925260269334,-101.33325669982814
43.66927929194565,-101.33320678352861
43.66930571016121,-101.33315659431788
43.66933185083256,-101.33310613003607
43.669354362297945,-101.33305244813698
43.66937495965445,-101.33299732691249
43.66939466022286,-101.33294158700498
43.669414532944906,-101.33288596318046
43.66942636524104,-101.33282614833456
43.6694390952935,-101.33276668433153
43.66945624647127,-101.33270936726342
43.6694590531408,-101.33264749177557
43.66946484643194,-101.33258601144999
43.66946233204977,-101.33252411210879
43.6694604433988,-101.33246217054783
43.66945884156343,-101.33240021365359
43.669457351765494,-101.33233825145605
43.669455870952504,-101.33227628885128
43.66944965713029,-101.33221488651974
43.669438411999465,-101.33215485706842
43.66941957542161,-101.33209855314074
43.669401292736616,-101.33204190377751
43.66937970430071,-101.33198750705131
43.66935960815454,-101.33193203581145
43.669337623282246,-101.3318779412998
43.66931754325391,-101.33182245902225
43.66929780508311,-101.33176674443831
43.66928014658786,-101.33170972063701
43.66926746631421,-101.33165023660898
43.6692594507597,-101.33158923196481
43.66925716783294,-101.3315273158149
43.669257854798566,-101.3314653270661
43.66925738980281,-101.33140333440305
43.66926493083611,-101.3313422150438
43.66927929223187,-101.3312834607015
43.66929338471541,-101.33122458289658
43.6693094932413,-101.33116669469027
43.669337196764126,-101.33111783837678
43.66937304172051,-101.33108035450394
43.669418008002594,-101.33107787957192
43.66946239611629,-101.3310880860401
43.669506742631846,-101.33109863011184
43.66955104226462,-101.33110954180381
43.6695953673415,-101.33112025560331
43.66963833812426,-101.33113867188494
43.66967839208099,-101.33116693430267
43.66971734792719,-101.3311979734296
43.6697562133245,-101.33122922702847
43.66979330889995,-101.33126432594777
43.66982731914114,-101.33130492523331
43.669861346934596,-101.33134549661897
43.669895912121184,-101.33138519650029
43.66992899087181,-101.33142723114747
43.669958146836976,-101.3314744566807
43.669985552413,-101.33152363139949
43.67001235402825,-101.33157343391142
43.67003919859845,-101.33162319251817
43.670066162525224,-101.33167282851436
43.6700914493897,-101.33172411245629
43.670113615254586,-101.33177806728177
43.67013459254298,-101.3318329165979
43.67015311869448,-101.33188941633158
43.670173317243844,-101.33194481766733
43.670193006549525,-101.33200056586395
43.67021445895382,-101.33205506536427
43.67023105037025,-101.33211269502625
43.67024364630964,-101.3321722140011
43.67025380851671,-101.33223260960926
43.67026292948353,-101.3322933198853
43.67027401852907,-101.33235340523943
43.6702814783591,-101.33241454453952
43.670291726958524,-101.33247491247319
43.670299160686,-101.33253605782494
43.67030402408029,-101.33259769177143
43.670311120163156,-101.33265891322621
43.67031595588792,-101.33272055131678
43.67031859231533,-101.33278244189736
43.67030968013152,-101.33284321105154
43.67030069517513,-101.33290395985503
43.67029175509171,-101.3329647212129
43.67027920271588,-101.33302425769986
43.67025935421099,-101.33307989872901
43.67023211562618,-101.3331292494473
43.670202886295506,-101.33317638904326
43.6701745288763,-101.33322452877859
43.670159067796156,-101.33328275190905
43.67014635049457,-101.33334222180007
43.67013460431704,-101.33340206956557
43.67013298003963,-101.33346402604435
43.670141495854445,-101.33352490279647
43.67015748658577,-101.33358285376566
43.67018293275169,-101.3336339880213
43.67021165070608,-101.33368172040376
43.6702471985936,-101.33371973793466
43.67028780797717,-101.3337464540086
43.670329804185826,-101.33376873238153
43.67036874518436,-101.33379980717324
43.67040279168399,-101.33384034912292
43.67043806699308,-101.33387884562558
43.67048303835311,-101.33387655274711
43.67052494649987,-101.33385396177073
43.670556557001596,-101.33380983453742
43.67058576067526,-101.33376266449602
43.670615192287016,-101.33371576408312
43.670646165895484,-101.33367078776887
43.67066407283271,-101.33361390990747
43.6706790851026,-101.33355546380218
43.6706970596274,-101.33349862638588
43.67072022999492,-101.3334454780189
43.67074666975544,-101.3333953091509
43.67077459290399,-101.33334668955257
43.67080490704785,-101.33330086828359
43.67083932272241,-101.33326092202496
43.6708749575415,-101.3332230588803
43.6709125757167,-101.33318903135027
43.67095046748767,-101.33315558491414
43.67098845961969,-101.33312235524274
43.67102546559826,-101.33308707657436
43.6710621645138,-101.33305119425862
43.67109926041284,-101.33301609524445
43.67113652741153,-101.33298134191892
43.67117474544055,-101.33294860748707
43.67121025344664,-101.33291051868892
43.671244157242484,-101.3328697498391
43.671279461657065,-101.33283130348033
43.67131270997668,-101.33278952256114
43.671345401426144,-101.33274691574799
43.6713801074708,-101.3327074488286
43.67141225239417,-101.33266405990162
43.67143897823182,-101.33261417898771
43.67146646581035,-101.33256509001129
43.67149208273059,-101.33251411672212
43.67150803260682,-101.33245614309047
43.671524213969256,-101.33239829132604
43.67151634796439,-101.33233724746238
43.67151189208579,-101.33227555382919
